WardID,Ward Name,Neighbours,Area,Perimeter,Electorate,Constituency,Lng,Lat,OuterLength,NeighbourID,RealLengths,CleanLengths,InitialConstituency,Unionist,Nationalist
N08000353,SYDENHAM,"DUNCAIRN,LOUGHVIEW,CONNSWATER,BALLYMACARRETT,BELMONT,GARNERVILLE",9103272,13817,"3,491",Belfast East,-5.88214399,54.61767968,0.023698769,"N08000304,N08000310,N08000320,N08000322,N08001130,N08000329,N08000353,out","[1921.1814770953054, 1716.456612709447, 1771.3962552819041, 4625.542178083357, 985.8355244186766, 896.4046334838133, 0.0, 1900.1833159500181]","1921.1814770953054, 1716.456612709447, 1771.3962552819041, 4625.542178083357, 985.8355244186766, 896.4046334838133, 0.0, 1900.1833159500181",Belfast East,2815.539884,675
N08000709,CARROWREAGH,"SCRABO,ENLER,BALLYHANWOOD,DUNDONALD,GRAHAM'S BRIDGE,HOLYWOOD,CULTRA",7389886,16053,"3,117",Belfast East,-5.78113563,54.59745366,0,"N08001118,N08001125,N08001136,N08000716,N08000702,N08000709,N08000715,N08000719","[2745.8861597947903, 89.06220500965884, 6379.024598283371, 1241.5547109288789, 1113.6386900289338, 0.0, 2257.5229095327627, 2263.548700415517]","2745.8861597947903, 89.06220500965884, 6379.024598283371, 1241.5547109288789, 1113.6386900289338, 0.0, 2257.5229095327627, 2263.548700415517",North Down,2404.316847,713
N08000715,DUNDONALD,"CARROWREAGH,STORMONT,BALLYHANWOOD,GRAHAM'S BRIDGE,HOLYWOOD",2107313,9332,"2,262",Belfast East,-5.80628783,54.60305382,0,"N08001125,N08000702,N08000351,N08000709,N08000715,N08000719","[1030.6553124815925, 160.65590777003817, 3840.9923474290317, 2311.2257157094764, 0.0, 1915.7392582878897]","1030.6553124815925, 160.65590777003817, 3840.9923474290317, 2311.2257157094764, 0.0, 1915.7392582878897",North Down,1849.177742,413
N08000719,GRAHAM'S BRIDGE,"CARROWREAGH,ENLER,BALLYHANWOOD,DUNDONALD",990959,6285,"2,171",Belfast East,-5.80085356,54.59198592,0,"N08000716,N08000702,N08000709,N08000715,N08000719","[1235.348988605107, 1250.5929444791182, 2083.96440771545, 1722.767455051656, 0.0]","1235.348988605107, 1250.5929444791182, 2083.96440771545, 1722.767455051656, 0.0",North Down,1759.965935,411
N08000101,ABBEY,"RATHCOOLE,WHITEHOUSE,MONKSTOWN,ROSTULLA,CARNMONEY HILL",909715,5294,"2,351",Belfast North,-5.90008775,54.67720952,0.008531225,"N08000101,N08000112,N08000126,N08000131,N08000132,N08000140,out","[0.0, 1124.5411118603552, 621.5772103259012, 63.65332008627041, 1088.7040778743155, 1705.71728383241, 689.8069787324955]","0.0, 1124.5411118603552, 621.5772103259012, 63.65332008627041, 1088.7040778743155, 1705.71728383241, 689.8069787324955",East Antrim,866.281585,"1,485"
N08000107,BALLYHENRY,"HIGHTOWN,CARNMONEY,BURNTHILL,GLENGORMLEY,MALLUSK",860124,5461,"2,123",Belfast North,-5.97190696,54.68059564,0,"N08000107,N08000110,N08000111,N08000121,N08000125,N08000123","[0.0, 1866.9695587693627, 101.16246823839018, 772.7852969654016, 1840.6930394345472, 863.1790972606545]","0.0, 1866.9695587693627, 101.16246823839018, 772.7852969654016, 1840.6930394345472, 863.1790972606545",West Antrim,1281.007822,842
N08000110,BURNTHILL,"CARNMONEY,BALLYHENRY,MOSSLEY,MALLUSK",958029,5730,"2,492",Belfast North,-5.96256304,54.68617116,0,"N08000107,N08000110,N08000111,N08000125,N08000127","[1757.7163509326824, 0.0, 1635.5219013064277, 410.37318662627615, 1926.3885851481177]","1757.7163509326824, 0.0, 1635.5219013064277, 410.37318662627615, 1926.3885851481177",West Antrim,1686.619618,805
N08000111,CARNMONEY,"GLEBE,FAIRVIEW,BALLYHENRY,BURNTHILL,CARNMONEY HILL,GLENGORMLEY,MOSSLEY",611023,4175,"2,126",Belfast North,-5.95333426,54.68330833,0,"N08000107,N08000110,N08000111,N08000112,N08000118,N08000120,N08000121,N08000127","[93.47684560498003, 1605.2010670752834, 0.0, 526.6220303229, 631.9603504559622, 382.8195942589697, 712.7607151260939, 222.15942007006984]","93.47684560498003, 1605.2010670752834, 0.0, 526.6220303229, 631.9603504559622, 382.8195942589697, 712.7607151260939, 222.15942007006984",West Antrim,1515.029784,611
N08000112,CARNMONEY HILL,"O'NEILL,RATHCOOLE,GLEBE,CARNMONEY,BALLYDUFF,ABBEY,FAIRVIEW,MONKSTOWN",3462785,10030,"2,307",Belfast North,-5.93074938,54.67819277,0,"N08000101,N08000106,N08000111,N08000112,N08000118,N08000120,N08000126,N08000128,N08000131","[1110.0967546710735, 520.3230279053095, 523.0848986512957, 0.0, 1428.931444277573, 1495.158445645707, 2559.9271094076116, 1222.6631396807622, 1169.8151898885937]","1110.0967546710735, 520.3230279053095, 523.0848986512957, 0.0, 1428.931444277573, 1495.158445645707, 2559.9271094076116, 1222.6631396807622, 1169.8151898885937",East Antrim,1290.663693,"1,016"
N08000114,COLLINBRIDGE,"VALLEY,HIGHTOWN,GLEBE,CAVEHILL,LEGONIEL,GLENGORMLEY,BELLEVUE,MALLUSK",4328358,9601,"2,245",Belfast North,-5.96616686,54.65795959,0,"N08000114,N08000120,N08000121,N08000125,N08000139,N08000309,N08000336,N08000123,N08000314","[0.0, 728.1762814613918, 916.336681585578, 523.7139030648358, 462.5927989893764, 1307.598029121489, 2092.4317863907013, 1558.3319150215132, 1955.4830313647901]","0.0, 728.1762814613918, 916.336681585578, 523.7139030648358, 462.5927989893764, 1307.598029121489, 2092.4317863907013, 1558.3319150215132, 1955.4830313647901",Belfast North West,1146.670155,"1,098"
N08000120,GLEBE,"O'NEILL,VALLEY,COLLINBRIDGE,CARNMONEY,CARNMONEY HILL,GLENGORMLEY",790096,5038,"2,331",Belfast North,-5.94689633,54.67152848,0,"N08000111,N08000112,N08000114,N08000120,N08000121,N08000128,N08000139","[383.66268432466035, 1508.5838762671665, 743.4634836920491, 0.0, 1299.2239187900864, 203.85320160374891, 899.2128298484187]","383.66268432466035, 1508.5838762671665, 743.4634836920491, 0.0, 1299.2239187900864, 203.85320160374891, 899.2128298484187",Glenshane,1169.901782,"1,161"
N08000121,GLENGORMLEY,"COLLINBRIDGE,HIGHTOWN,GLEBE,CARNMONEY,BALLYHENRY",779807,4842,"2,373",Belfast North,-5.9588066,54.67471519,0,"N08000107,N08000111,N08000114,N08000120,N08000121,N08000123","[691.1042714387039, 689.8328153649204, 903.4890184061136, 1254.6676487162033, 0.0, 1285.6961298737233]","691.1042714387039, 689.8328153649204, 903.4890184061136, 1254.6676487162033, 0.0, 1285.6961298737233",East Antrim,1147.87266,"1,225"
N08000126,MONKSTOWN,"BALLYDUFF,ABBEY,ROSTULLA,CARNMONEY HILL,JORDANSTOWN",1494586,5805,"2,286",Belfast North,-5.91066354,54.68467273,0,"N08000101,N08000106,N08000112,N08000124,N08000126,N08000132","[606.7836831544425, 1399.9833370989534, 2531.5173874536777, 452.31446144122316, 0.0, 814.4011081089722]","606.7836831544425, 1399.9833370989534, 2531.5173874536777, 452.31446144122316, 0.0, 814.4011081089722",East Antrim,1818.962456,467
N08000128,O'NEILL,"RATHCOOLE,WHITEHOUSE,VALLEY,GLEBE,CARNMONEY HILL",906579,5721,"2,194",Belfast North,-5.9251456,54.66574776,0,"N08000112,N08000120,N08000128,N08000131,N08000139,N08000140","[1199.6427314864598, 198.23502999290093, 0.0, 1227.8929479081758, 2124.6749899956803, 970.5542664151294]","1199.6427314864598, 198.23502999290093, 0.0, 1227.8929479081758, 2124.6749899956803, 970.5542664151294",East Antrim,1098.432557,"1,096"
N08000131,RATHCOOLE,"O'NEILL,WHITEHOUSE,ABBEY,CARNMONEY HILL",660238,3825,"2,155",Belfast North,-5.91713866,54.67073485,0,"N08000101,N08000112,N08000128,N08000131,N08000140","[66.64511739119112, 1240.735010230461, 1327.3247064305538, 0.0, 1190.2952066055273]","66.64511739119112, 1240.735010230461, 1327.3247064305538, 0.0, 1190.2952066055273",East Antrim,1088.503974,"1,066"
N08000139,VALLEY,"O'NEILL,WHITEHOUSE,COLLINBRIDGE,GLEBE,DUNCAIRN,BELLEVUE",2490291,10620,"2,280",Belfast North,-5.92460975,54.65726522,0.017770526,"N08000114,N08000120,N08000128,N08000139,N08000140,N08000309,N08000322,out","[469.5430790595308, 893.9556152443992, 2172.116444249291, 0.0, 2065.215057800336, 3150.909671432077, 445.480403078523, 1422.7796993554005]","469.5430790595308, 893.9556152443992, 2172.116444249291, 0.0, 2065.215057800336, 3150.909671432077, 445.480403078523, 1422.7796993554005",Belfast North West,1141.584647,"1,138"
N08000140,WHITEHOUSE,"O'NEILL,RATHCOOLE,VALLEY,ABBEY",1615268,7845,"2,155",Belfast North,-5.90698547,54.66512311,0.019944357,"N08000101,N08000128,N08000131,N08000139,N08000140,out","[1774.026635367359, 1042.178971024473, 1182.3893089712544, 2169.1878734484426, 0.0, 1677.2172478658206]","1774.026635367359, 1042.178971024473, 1182.3893089712544, 2169.1878734484426, 0.0, 1677.2172478658206",East Antrim,1011.50637,"1,143"
N08000302,ARDOYNE,"WOODVALE,CLIFTONVILLE,WATER WORKS,FORTH RIVER,LEGONIEL",536160,3127,"3,666",Belfast North,-5.9591026,54.61562896,0,"N08000302,N08000317,N08000327,N08000336,N08000357,N08000360","[0.0, 1460.3788150705473, 224.80546609243203, 247.82659905709224, 718.748371116858, 587.6434538273473]","0.0, 1460.3788150705473, 224.80546609243203, 247.82659905709224, 718.748371116858, 587.6434538273473",Belfast North West,1810.996532,"1,855"
N08000306,BALLYSILLAN,"CLIFTONVILLE,CHICHESTER PARK,CAVEHILL,LEGONIEL",1052404,5180,"3,389",Belfast North,-5.96651219,54.62947482,0,"N08000306,N08000316,N08000317,N08000336,N08000314","[0.0, 762.9098982270513, 1508.2323463799826, 1910.5286150923075, 1015.2448238251035]","0.0, 762.9098982270513, 1508.2323463799826, 1910.5286150923075, 1015.2448238251035",Belfast North West,1672.337051,"1,717"
N08000309,BELLEVUE,"VALLEY,COLLINBRIDGE,CAVEHILL,INNISFAYLE,DUNCAIRN",3330002,8988,"3,509",Belfast North,-5.9366848,54.6509189,0,"N08000114,N08000139,N08000309,N08000322,N08000332,N08000314","[1325.62176050305, 3147.0579848795655, 0.0, 530.0933933655351, 1379.5509867522649, 2603.5806919755114]","1325.62176050305, 3147.0579848795655, 0.0, 530.0933933655351, 1379.5509867522649, 2603.5806919755114",Belfast North West,1736.215124,"1,773"
N08000316,CHICHESTER PARK,"CLIFTONVILLE,CAVEHILL,WATER WORKS,FORTWILLIAM,INNISFAYLE,BALLYSILLAN",1177656,6253,"3,742",Belfast North,-5.94743791,54.62807507,0,"N08000306,N08000316,N08000317,N08000328,N08000332,N08000314,N08000357","[747.6344733402639, 0.0, 970.599539442738, 809.5314287748715, 226.19036552553968, 1958.7429845427025, 1490.5809229745944]","747.6344733402639, 0.0, 970.599539442738, 809.5314287748715, 226.19036552553968, 1958.7429845427025, 1490.5809229745944",Belfast North West,1929.558992,"1,812"
N08000317,CLIFTONVILLE,"ARDOYNE,CHICHESTER PARK,WATER WORKS,LEGONIEL,BALLYSILLAN",1135670,5515,"3,635",Belfast North,-5.95850986,54.62143588,0,"N08000302,N08000306,N08000316,N08000317,N08000336,N08000357","[1555.268391523891, 1425.0842485147857, 935.8285733668401, 0.0, 642.9384057202824, 955.8803951050821]","1555.268391523891, 1425.0842485147857, 935.8285733668401, 0.0, 642.9384057202824, 955.8803951050821",Belfast North West,1849.876682,"1,785"
N08000322,DUNCAIRN,"VALLEY,WATER WORKS,FORTWILLIAM,NEW LODGE,INNISFAYLE,SYDENHAM,BELLEVUE,CENTRAL,BALLYMACARRETT",9573650,16931,"3,998",Belfast North,-5.90924599,54.62677768,0.039194068,"N08000139,N08000304,N08000309,N08000315,N08000322,N08000328,N08000332,N08000340,N08000353,N08000357,out","[466.62890278222795, 260.46617421030044, 555.9383467700948, 1067.1786921916853, 0.0, 2178.8322623764384, 1607.1161032241814, 2160.3033412217196, 4838.0834460168735, 509.4448158543605, 3287.0079400914656]","466.62890278222795, 260.46617421030044, 555.9383467700948, 1067.1786921916853, 0.0, 2178.8322623764384, 1607.1161032241814, 2160.3033412217196, 4838.0834460168735, 509.4448158543605, 3287.0079400914656",Belfast North West,1948.280531,"2,050"
N08000328,FORTWILLIAM,"CHICHESTER PARK,WATER WORKS,INNISFAYLE,DUNCAIRN",876011,4451,"3,368",Belfast North,-5.93215993,54.62595484,0,"N08000316,N08000322,N08000328,N08000332,N08000357","[808.5014927594115, 2197.3933304646234, 0.0, 1410.309410562479, 34.795776167215294]","808.5014927594115, 2197.3933304646234, 0.0, 1410.309410562479, 34.795776167215294",Belfast North West,1693.185196,"1,675"
N08000332,INNISFAYLE,"CHICHESTER PARK,CAVEHILL,FORTWILLIAM,DUNCAIRN,BELLEVUE",1271273,5582,"3,750",Belfast North,-5.92870242,54.6356512,0,"N08000309,N08000316,N08000322,N08000328,N08000332,N08000314","[1490.3632150993612, 230.73705040918014, 1655.4931180319109, 1440.4909234625773, 0.0, 759.1220190011079]","1490.3632150993612, 230.73705040918014, 1655.4931180319109, 1440.4909234625773, 0.0, 759.1220190011079",Belfast North West,1950.035165,"1,800"
N08000336,LEGONIEL,"COLLINBRIDGE,ARDOYNE,CLIFTONVILLE,CAVEHILL,FORTH RIVER,BALLYSILLAN,MALLUSK,CLADY",8570256,16452,"3,648",Belfast North,-5.99047766,54.6355155,0,"N08000114,N08000125,N08000302,N08000306,N08000317,N08000327,N08000336,N08000113,N08000314","[2193.604962973026, 7.811740301030253, 267.28964222885594, 1828.1853611209144, 651.1240849889625, 9608.636703100165, 0.0, 4881.486378896549, 1016.8633130028518]","2193.604962973026, 7.811740301030253, 267.28964222885594, 1828.1853611209144, 651.1240849889625, 9608.636703100165, 0.0, 4881.486378896549, 1016.8633130028518",Belfast North West,1781.946495,"1,866"
N08000340,NEW LODGE,"WATER WORKS,SHANKILL,DUNCAIRN,CENTRAL",715829,3990,"3,367",Belfast North,-5.93178126,54.60819331,0,"N08000315,N08000322,N08000340,N08000348,N08000357","[302.59154011021496, 2167.55150012217, 0.0, 828.2708169973768, 691.5861771373809]","302.59154011021496, 2167.55150012217, 0.0, 828.2708169973768, 691.5861771373809",Belfast North West,1671.637738,"1,695"
N08000123,HIGHTOWN,"COLLINBRIDGE,BALLYHENRY,GLENGORMLEY,MALLUSK",895574,5273,"2,130",Belfast North,-5.97084735,54.66995696,0.001071681,"N08000107,N08000114,N08000121,N08000125,N08000123,out","[773.9501653226814, 1540.4766763726968, 1289.037917440714, 1585.9708591254712, 0.0, 83.56441238105954]","773.9501653226814, 1540.4766763726968, 1289.037917440714, 1585.9708591254712, 0.0, 83.56441238105954",South Antrim,1225.897146,904
N08000314,CAVEHILL,"COLLINBRIDGE,CHICHESTER PARK,INNISFAYLE,LEGONIEL,BALLYSILLAN,BELLEVUE",3121875,9338,"3,311",Belfast North,-5.95226275,54.64077847,0,"N08000114,N08000306,N08000309,N08000316,N08000332,N08000336,N08000314","[2033.9413462984548, 963.8617059140828, 2671.2224007163186, 1897.6028650224307, 720.9351953948756, 1008.8807621644578, 0.0]","2033.9413462984548, 963.8617059140828, 2671.2224007163186, 1897.6028650224307, 720.9351953948756, 1008.8807621644578, 0.0",Belfast North West,1720.444086,"1,591"
N08000357,WATER WORKS,"WOODVALE,ARDOYNE,CLIFTONVILLE,CHICHESTER PARK,SHANKILL,FORTWILLIAM,NEW LODGE,DUNCAIRN",1360955,6206,"3,899",Belfast North,-5.94415255,54.61517183,0,"N08000302,N08000316,N08000317,N08000322,N08000328,N08000340,N08000348,N08000357,N08000360","[784.486202125367, 1472.9241859566405, 979.6527657596563, 508.3453728844078, 34.42740205665862, 687.7860205545559, 1433.9412389672239, 0.0, 304.43679821521465]","784.486202125367, 1472.9241859566405, 979.6527657596563, 508.3453728844078, 34.42740205665862, 687.7860205545559, 1433.9412389672239, 0.0, 304.43679821521465",Belfast North West,2006.005431,"1,893"
N08000311,BELVOIR,"ROSETTA,STRANMILLIS,DRUMBO,BEECHILL,NEWTOWNBREDA,GALWALLY,UPPER MALONE",5463194,14490,"3,491",Belfast South,-5.93732792,54.55176273,0,"N08000311,N08000735,N08000345,N08000352,N08000356,N08000706,N08000714,N08000717","[0.0, 870.1036793484477, 1183.9833212721398, 2614.058777863581, 4462.990616432613, 2026.395808163514, 2839.811741513596, 465.9970774565108]","0.0, 870.1036793484477, 1183.9833212721398, 2614.058777863581, 4462.990616432613, 2026.395808163514, 2839.811741513596, 465.9970774565108",Belfast East,1767.152762,"1,724"
N08000312,BLACKSTAFF,"MALONE,BEECHMOUNT,FALLS,WINDSOR,CENTRAL,MUSGRAVE,FALLS PARK",2563619,9090,"3,993",Belfast South,-5.95596939,54.58273164,0,"N08000307,N08000312,N08000315,N08000324,N08000325,N08000337,N08000339,N08000358","[439.24725810465833, 0.0, 1365.5149091608214, 1195.3411881470658, 1559.7474637518503, 931.4608302250244, 1112.3663790506862, 2486.321972231585]","439.24725810465833, 0.0, 1365.5149091608214, 1195.3411881470658, 1559.7474637518503, 931.4608302250244, 1112.3663790506862, 2486.321972231585",Belfast South West,1882.197853,"2,111"
N08000315,CENTRAL,"SHANKILL,NEW LODGE,DUNCAIRN,STRANMILLIS,FALLS,BLACKSTAFF,WINDSOR,ORMEAU,WOODSTOCK,BALLYMACARRETT",2808206,9605,"4,773",Belfast South,-5.92828481,54.59096987,0,"N08000304,N08000312,N08000315,N08000322,N08000324,N08000340,N08000342,N08000348,N08000352,N08000358,N08000359","[790.7392547647404, 1408.0691994176716, 0.0, 1075.5670083456923, 1447.0214721140117, 303.95019140922574, 1859.714030294993, 152.8115216377334, 1173.952113150159, 775.0559863507791, 618.1191831875165]","790.7392547647404, 1408.0691994176716, 0.0, 1075.5670083456923, 1447.0214721140117, 303.95019140922574, 1859.714030294993, 152.8115216377334, 1173.952113150159, 775.0559863507791, 618.1191831875165",Belfast South West,2184.9799,"2,588"
N08000321,CREGAGH,"ROSETTA,RAVENHILL,GALWALLY,MEROK,HILLFOOT",846090,4224,"3,212",Belfast South,-5.90049327,54.57232034,0,"N08000321,N08000338,N08000331,N08000344,N08000345,N08000717","[0.0, 887.1215256261386, 1055.8961604315227, 994.8726865439222, 1199.784042239183, 77.70534119794901]","0.0, 887.1215256261386, 1055.8961604315227, 994.8726865439222, 1199.784042239183, 77.70534119794901",Belfast East,2050.266802,"1,162"
N08000326,FINAGHY,"LADYBROOK,DUNMURRY,MUSGRAVE,DRUMBO,LAMBEG,UPPER MALONE",2590901,7408,"3,449",Belfast South,-5.98666961,54.55008488,0,"N08000323,N08000326,N08000334,N08000339,N08000728,N08000356,N08000714","[1486.8891766678514, 0.0, 161.14472335575002, 1751.7524591634294, 0.0, 2417.8432229945565, 1590.370381027877]","1486.8891766678514, 0.0, 161.14472335575002, 1751.7524591634294, 0.0, 2417.8432229945565, 1590.370381027877",Belfast South West,1519.542825,"1,929"
N08000337,MALONE,"STRANMILLIS,BLACKSTAFF,WINDSOR,MUSGRAVE,UPPER MALONE",2060472,6805,"3,428",Belfast South,-5.96080631,54.56556178,0,"N08000312,N08000337,N08000339,N08000352,N08000356,N08000358","[910.7157081976802, 0.0, 1776.240870023188, 649.2415394105752, 2464.466127939533, 1004.3357175825195]","910.7157081976802, 0.0, 1776.240870023188, 649.2415394105752, 2464.466127939533, 1004.3357175825195",Belfast South West,1575.444507,"1,853"
N08000339,MUSGRAVE,"MALONE,BLACKSTAFF,LADYBROOK,FINAGHY,FALLS PARK,ANDERSONSTOWN,UPPER MALONE",1703930,7387,"3,506",Belfast South,-5.98055851,54.56576317,0,"N08000301,N08000312,N08000325,N08000326,N08000334,N08000337,N08000339,N08000356","[1158.109771155909, 1113.56413188129, 90.00412365919807, 1526.3074868943834, 751.9063895483483, 1818.6578758693165, 0.0, 928.4502580623591]","1158.109771155909, 1113.56413188129, 90.00412365919807, 1526.3074868943834, 751.9063895483483, 1818.6578758693165, 0.0, 928.4502580623591",Belfast South West,1584.704857,"1,921"
N08000342,ORMEAU,"ROSETTA,STRANMILLIS,CENTRAL,WOODSTOCK,RAVENHILL",1462607,6289,"3,655",Belfast South,-5.91856129,54.58125859,0,"N08000315,N08000342,N08000344,N08000345,N08000352,N08000359","[1934.4576173513842, 0.0, 941.1455562541333, 2049.2967756710773, 332.84198766678776, 1031.258088594565]","1934.4576173513842, 0.0, 941.1455562541333, 2049.2967756710773, 332.84198766678776, 1031.258088594565",Belfast East,1694.846074,"1,960"
N08000735,NEWTOWNBREDA,"BEECHILL,GALWALLY,BELVOIR,KNOCKBRACKEN",750389,4589,"2,052",Belfast South,-5.9105707,54.55422748,0,"N08000311,N08000735,N08000724,N08000706,N08000717","[873.5765544259909, 0.0, 1319.9272878024285, 1518.9025223530073, 871.0443627953593]","873.5765544259909, 0.0, 1319.9272878024285, 1518.9025223530073, 871.0443627953593",West Down,939.3233825,"1,113"
N08000724,KNOCKBRACKEN,"MONEYREAGH,CARRYDUFF EAST,CARRYDUFF WEST,BEECHILL,CAIRNSHILL,NEWTOWNBREDA,GALWALLY",3527222,10955,"2,511",Belfast South,-5.89094759,54.53775624,0.001377246,"N08000735,N08000724,N08000734,N08000706,N08000708,N08000710,N08000711,N08000717,out","[1372.594567240745, 0.0, 2502.658850075385, 1627.3289933574886, 2750.946762880372, 904.8164780806165, 1519.783914796728, 160.034799687553, 116.8356477503688]","1372.594567240745, 0.0, 2502.658850075385, 1627.3289933574886, 2750.946762880372, 904.8164780806165, 1519.783914796728, 160.034799687553, 116.8356477503688",West Down,1238.256388,"1,273"
N08000734,MONEYREAGH,"BALLYHANWOOD,BALLYGOWAN,COMBER WEST,CARRYDUFF EAST,CAIRNSHILL,GALWALLY,KNOCKBRACKEN,SHANDON,HILLFOOT",25074382,26284,"2,132",Belfast South,-5.8473943,54.53985852,0,"N08001102,N08001115,N08000702,N08000724,N08000734,N08000347,N08000331,N08000708,N08000710,N08000717","[6070.4890288982215, 1362.5248520256034, 6832.860041762634, 2390.8391967938846, 0.0, 0.0, 1912.5727725777679, 1804.123243265784, 5352.137905331335, 541.6665895756349]","6070.4890288982215, 1362.5248520256034, 6832.860041762634, 2390.8391967938846, 0.0, 0.0, 1912.5727725777679, 1804.123243265784, 5352.137905331335, 541.6665895756349",Strangford,1755.544264,376
N08000344,RAVENHILL,"ROSETTA,ORMEAU,WOODSTOCK,CREGAGH,ORANGEFIELD,MEROK",1026449,4735,"3,210",Belfast South,-5.9049301,54.58119355,0,"N08000321,N08000338,N08000341,N08000342,N08000344,N08000345,N08000359","[949.1113270271089, 401.5563478957196, 719.8782464682824, 885.3189259499698, 0.0, 750.5811565392702, 1028.5540038597824]","949.1113270271089, 401.5563478957196, 719.8782464682824, 885.3189259499698, 0.0, 750.5811565392702, 1028.5540038597824",Belfast East,1441.397812,"1,769"
N08000345,ROSETTA,"STRANMILLIS,ORMEAU,CREGAGH,RAVENHILL,GALWALLY,BELVOIR",1110256,6296,"3,730",Belfast South,-5.91571873,54.57139377,0,"N08000311,N08000321,N08000342,N08000344,N08000345,N08000352,N08000717","[1165.7997969866612, 1107.225569541831, 1864.7953854441087, 726.0742481261881, 0.0, 665.4191131300233, 766.6858857727851]","1165.7997969866612, 1107.225569541831, 1864.7953854441087, 726.0742481261881, 0.0, 665.4191131300233, 766.6858857727851",Belfast East,1776.37325,"1,954"
N08000352,STRANMILLIS,"MALONE,ROSETTA,WINDSOR,ORMEAU,CENTRAL,BELVOIR,UPPER MALONE",2466502,8157,"3,914",Belfast South,-5.93778092,54.56876398,0,"N08000311,N08000315,N08000337,N08000342,N08000345,N08000352,N08000356,N08000358","[2657.911965282717, 1147.4575169573034, 669.2707639246868, 312.76006073260794, 687.1350848096004, 0.0, 1578.5525551946257, 1103.9120125360832]","2657.911965282717, 1147.4575169573034, 669.2707639246868, 312.76006073260794, 687.1350848096004, 0.0, 1578.5525551946257, 1103.9120125360832",Belfast South West,1806.692044,"2,107"
N08000356,UPPER MALONE,"MALONE,STRANMILLIS,FINAGHY,MUSGRAVE,DRUMBO,BELVOIR",4320618,14719,"3,522",Belfast South,-5.96482879,54.54924236,0,"N08000311,N08000326,N08000337,N08000339,N08000352,N08000356,N08000714","[4563.925182982613, 2133.1978670806393, 2555.0870897349214, 940.1396002746574, 1587.6192076474413, 0.0, 2939.0310510343097]","4563.925182982613, 2133.1978670806393, 2555.0870897349214, 940.1396002746574, 1587.6192076474413, 0.0, 2939.0310510343097",Belfast South West,1607.782862,"1,914"
N08000358,WINDSOR,"MALONE,STRANMILLIS,BLACKSTAFF,CENTRAL",1380298,5697,"4,163",Belfast South,-5.94679856,54.57990333,0,"N08000312,N08000315,N08000337,N08000352,N08000358","[2642.429617953914, 798.8248806410209, 1091.7086157903047, 1164.0368633556795, 0.0]","2642.429617953914, 798.8248806410209, 1091.7086157903047, 1164.0368633556795, 0.0",Belfast South West,1904.580088,"2,258"
N08000359,WOODSTOCK,"ORMEAU,CENTRAL,ORANGEFIELD,RAVENHILL,BALLYMACARRETT,BEERSBRIDGE",666059,4003,"3,420",Belfast South,-5.90809193,54.59055917,0,"N08000304,N08000308,N08000315,N08000341,N08000342,N08000344,N08000359","[461.75830338657744, 949.7982615538006, 586.7919341291056, 65.59471342473455, 941.1660003844447, 997.8907768341837, 0.0]","461.75830338657744, 949.7982615538006, 586.7919341291056, 65.59471342473455, 941.1660003844447, 997.8907768341837, 0.0",Belfast East,1600.302039,"1,820"
N08000706,BEECHILL,"CARRYDUFF WEST,DRUMBO,NEWTOWNBREDA,BELVOIR,KNOCKBRACKEN",2870747,7859,"2,416",Belfast South,-5.91573501,54.54313701,0,"N08000311,N08000735,N08000724,N08000706,N08000711,N08000714","[2027.5365257981764, 1513.7158105706096, 1559.5436608763396, 0.0, 1466.2734218987641, 1226.7660341199617]","2027.5365257981764, 1513.7158105706096, 1559.5436608763396, 0.0, 1466.2734218987641, 1226.7660341199617",West Down,1130.796185,"1,285"
N08000708,CAIRNSHILL,"MONEYREAGH,GALWALLY,KNOCKBRACKEN",834752,5485,"2,414",Belfast South,-5.89112527,54.54983414,0.001013205,"N08000724,N08000734,N08000708,N08000717,out","[2633.4535064064553, 1807.8440185270274, 0.0, 961.4205273641521, 82.28198290576948]","2633.4535064064553, 1807.8440185270274, 0.0, 961.4205273641521, 82.28198290576948",Strangford,1089.550927,"1,324"
